TABLE NO.  2
 NUM         EPRED       IPRED       NPDE        EWRES       DV          PRED        RES         WRES
  2.1190E+03  1.4123E+02  1.1921E+02  0.0000E+00  0.0000E+00  0.0000E+00  1.3268E+02  0.0000E+00  0.0000E+00
  2.1200E+03  2.4530E+02  2.6330E+02  9.8085E-01  9.4306E-01  3.0265E+02  2.3786E+02  6.4790E+01  9.7127E-01
  2.1210E+03  1.4679E+02  1.2332E+02  0.0000E+00  0.0000E+00  0.0000E+00  1.3721E+02  0.0000E+00  0.0000E+00
  2.1220E+03  1.5160E+02  1.2680E+02  0.0000E+00  0.0000E+00  0.0000E+00  1.4106E+02  0.0000E+00  0.0000E+00
  2.1230E+03  2.4828E+02  2.5331E+02  8.5359E-01  9.1004E-01  2.9756E+02  2.3729E+02  6.0269E+01  9.7917E-01
  2.1240E+03  1.5408E+02  1.2805E+02  0.0000E+00  0.0000E+00  0.0000E+00  1.4268E+02  0.0000E+00  0.0000E+00
  2.1250E+03  2.5734E+02  2.7813E+02 -5.6315E-01 -6.4541E-01  2.3247E+02  2.4786E+02 -1.5392E+01 -6.5520E-01
  2.1260E+03  2.5556E+02  2.6534E+02  7.3885E-01  7.0433E-01  2.9745E+02  2.4464E+02  5.2809E+01  7.6138E-01
  2.1270E+03  2.5032E+02  2.5359E+02 -1.5834E+00 -1.5125E+00  1.7150E+02  2.3836E+02 -6.6864E+01 -1.5516E+00
  2.1280E+03  2.4440E+02  2.4235E+02  1.0954E+00  9.2259E-01  2.8979E+02  2.3164E+02  5.8151E+01  1.0166E+00
  2.1290E+03  2.0284E+02  1.8171E+02 -6.6404E-01 -6.8250E-01  1.5896E+02  1.8901E+02 -3.0049E+01 -6.9301E-01
  2.1300E+03  1.9674E+02  1.7418E+02  1.4252E-01 -7.1276E-03  1.8099E+02  1.8310E+02 -2.1105E+00  3.2354E-02
  2.1310E+03  1.7206E+02  1.4580E+02 -1.1423E+00 -9.1877E-01  1.1981E+02  1.5936E+02 -3.9549E+01 -9.6101E-01
  2.1320E+03  1.5182E+02  1.2479E+02  3.9434E-01  2.6224E-01  1.4153E+02  1.3971E+02  1.8177E+00  3.4064E-01
  2.1330E+03  1.1091E+02  8.7565E+01 -9.6742E-01 -8.7959E-01  7.1819E+01  9.9181E+01 -2.7362E+01 -8.8789E-01
  2.1340E+03  8.7940E+01  6.7775E+01 -6.3310E-01 -5.3125E-01  6.0888E+01  7.6538E+01 -1.5650E+01 -4.9372E-01
  2.1350E+03  5.8343E+01  4.2420E+01 -2.5069E-02 -4.6587E-02  4.3314E+01  4.7824E+01 -4.5105E+00  1.1429E-01
  2.1360E+03  3.9156E+01  2.6503E+01  5.7297E-01  3.7612E-01  3.0928E+01  2.9848E+01  1.0796E+00  7.3262E-01
  2.1370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  2.1380E+03  2.9725E+02  3.1555E+02 -5.6315E-01 -5.6784E-01  2.7205E+02  3.0900E+02 -3.6945E+01 -6.0938E-01
  2.1390E+03  3.2842E+02  3.4390E+02 -1.3830E+00 -1.3224E+00  2.4388E+02  3.4425E+02 -1.0037E+02 -1.3776E+00
  2.1400E+03  3.4506E+02  3.5276E+02 -7.5270E-02 -2.7008E-02  3.4289E+02  3.6165E+02 -1.8756E+01 -1.4330E-01
  2.1410E+03  3.0531E+02  2.9025E+02  1.0508E+00  1.0235E+00  3.5788E+02  3.1033E+02  4.7552E+01  9.7796E-01
  2.1420E+03  2.4464E+02  2.2725E+02  4.3991E-01  3.4161E-01  2.4792E+02  2.4482E+02  3.0981E+00  3.2801E-01
  2.1430E+03  1.9798E+02  1.8296E+02 -3.3185E-01 -3.9197E-01  1.6880E+02  1.9742E+02 -2.8615E+01 -4.3306E-01
  2.1440E+03  1.4120E+02  1.2975E+02  0.0000E+00  0.0000E+00  0.0000E+00  1.4042E+02  0.0000E+00  0.0000E+00
  2.1450E+03  1.7640E+02  1.6613E+02  1.3008E+00  1.0562E+00  2.0723E+02  1.7333E+02  3.3902E+01  1.1499E+00
  2.1460E+03  2.2679E+02  2.0538E+02 -8.2977E-01 -7.7238E-01  1.7069E+02  2.2423E+02 -5.3536E+01 -8.3555E-01
  2.1470E+03  2.2655E+02  2.0514E+02  0.0000E+00  0.0000E+00  0.0000E+00  2.2398E+02  0.0000E+00  0.0000E+00
  2.1480E+03  2.9100E+02  2.5955E+02  0.0000E+00  0.0000E+00  0.0000E+00  2.8636E+02  0.0000E+00  0.0000E+00
  2.1490E+03  3.4670E+02  3.0495E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.3968E+02  0.0000E+00  0.0000E+00
  2.1500E+03  6.5547E+02  6.1119E+02 -2.9674E-01 -4.3204E-01  5.5858E+02  6.6081E+02 -1.0223E+02 -4.8694E-01
  2.1510E+03  3.8449E+02  3.3292E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.7465E+02  0.0000E+00  0.0000E+00
  2.1520E+03  4.2020E+02  3.5896E+02  0.0000E+00  0.0000E+00  0.0000E+00  4.0739E+02  0.0000E+00  0.0000E+00
  2.1530E+03  7.1832E+02  6.7506E+02  1.1585E+00  1.0722E+00  8.3993E+02  7.1942E+02  1.2051E+02  1.0195E+00
  2.1540E+03  4.5129E+02  3.8098E+02  0.0000E+00  0.0000E+00  0.0000E+00  4.3543E+02  0.0000E+00  0.0000E+00
  2.1550E+03  4.7133E+02  3.9290E+02  0.0000E+00  0.0000E+00  0.0000E+00  4.5235E+02  0.0000E+00  0.0000E+00
  2.1560E+03  7.5622E+02  6.9664E+02  9.1537E-01  9.2701E-01  8.5567E+02  7.4922E+02  1.0645E+02  9.1576E-01
  2.1570E+03  4.9089E+02  4.0491E+02  0.0000E+00  0.0000E+00  0.0000E+00  4.6890E+02  0.0000E+00  0.0000E+00
  2.1580E+03  5.0781E+02  4.1501E+02  0.0000E+00  0.0000E+00  0.0000E+00  4.8294E+02  0.0000E+00  0.0000E+00
  2.1590E+03  8.2279E+02  7.3696E+02  1.1918E+00  1.2346E+00  9.7181E+02  8.1366E+02  1.5815E+02  1.2269E+00
  2.1600E+03  5.1736E+02  4.1870E+02  0.0000E+00  0.0000E+00  0.0000E+00  4.8972E+02  0.0000E+00  0.0000E+00
  2.1610E+03  8.3293E+02  7.4584E+02  2.8802E-01  1.4627E-01  7.9556E+02  8.2175E+02 -2.6194E+01  1.3403E-01
  2.1620E+03  8.2561E+02  7.2813E+02  2.9674E-01  1.1451E-01  7.7700E+02  8.1169E+02 -3.4685E+01  1.1677E-01
  2.1630E+03  8.1146E+02  7.0822E+02 -3.1425E-01 -3.2705E-01  6.8479E+02  7.9450E+02 -1.0971E+02 -3.1761E-01
  2.1640E+03  8.0064E+02  6.9453E+02 -1.3830E+00 -1.1925E+00  5.2817E+02  7.8175E+02 -2.5358E+02 -1.1921E+00
  2.1650E+03  6.8906E+02  5.7639E+02 -8.6568E-01 -7.4899E-01  5.0306E+02  6.6062E+02 -1.5756E+02 -7.2017E-01
  2.1660E+03  6.1662E+02  5.0744E+02 -5.8521E-02 -1.3582E-01  5.2237E+02  5.8700E+02 -6.4634E+01 -8.2803E-02
  2.1670E+03  5.9202E+02  4.8433E+02  1.5943E-01  9.7003E-02  5.2821E+02  5.6227E+02 -3.4064E+01  1.6219E-01
  2.1680E+03  5.1050E+02  4.0740E+02 -1.3205E+00 -1.2554E+00  3.0008E+02  4.8011E+02 -1.8003E+02 -1.2556E+00
  2.1690E+03  3.8822E+02  2.9144E+02 -3.9434E-01 -4.1299E-01  2.8387E+02  3.5640E+02 -7.2534E+01 -3.2682E-01
  2.1700E+03  3.0538E+02  2.1517E+02  3.9434E-01  2.6344E-01  2.5791E+02  2.7324E+02 -1.5328E+01  4.4835E-01
  2.1710E+03  2.0527E+02  1.2844E+02 -1.1724E-01 -2.0730E-01  1.3878E+02  1.7405E+02 -3.5269E+01 -9.1667E-03
  2.1720E+03  1.3747E+02  7.5292E+01 -8.1804E-01 -6.9217E-01  6.7458E+01  1.0912E+02 -4.1662E+01 -5.4454E-01
  2.1730E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  2.1740E+03  5.6852E+02  5.1945E+02  5.4367E-01  4.4637E-01  5.7551E+02  5.9635E+02 -2.0838E+01  3.4702E-01
  2.1750E+03  6.0951E+02  5.4684E+02  5.8521E-02 -8.5459E-02  5.3395E+02  6.4505E+02 -1.1110E+02 -1.9104E-01
  2.1760E+03  6.3274E+02  5.5121E+02  8.0642E-01  6.4566E-01  6.3084E+02  6.7130E+02 -4.0465E+01  5.0359E-01
  2.1770E+03  5.4896E+02  4.4089E+02 -2.6198E-01 -3.1757E-01  4.0407E+02  5.6514E+02 -1.6107E+02 -3.2424E-01
  2.1780E+03  4.3749E+02  3.4119E+02  3.9434E-01  3.8441E-01  3.7858E+02  4.4186E+02 -6.3283E+01  3.5302E-01
  2.1790E+03  3.4826E+02  2.6553E+02  1.1585E+00  1.0434E+00  3.4550E+02  3.4913E+02 -3.6262E+00  9.8190E-01
  2.1800E+03  2.4416E+02  1.7410E+02  0.0000E+00  0.0000E+00  0.0000E+00  2.4284E+02  0.0000E+00  0.0000E+00
  2.1810E+03  2.5576E+02  1.8473E+02 -4.7704E-01 -4.9208E-01  1.6882E+02  2.5347E+02 -8.4648E+01 -5.4394E-01
  2.1820E+03  3.8589E+02  2.5326E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.8073E+02  0.0000E+00  0.0000E+00
  2.1830E+03  4.3084E+02  2.9459E+02  2.1898E-01  2.5652E-01  3.4614E+02  4.2219E+02 -7.6051E+01  2.9180E-01
  2.1840E+03  4.8969E+02  3.0397E+02  0.0000E+00  0.0000E+00  0.0000E+00  4.8057E+02  0.0000E+00  0.0000E+00
  2.1850E+03  5.7813E+02  3.4757E+02  0.0000E+00  0.0000E+00  0.0000E+00  5.6497E+02  0.0000E+00  0.0000E+00
  2.1860E+03  1.1512E+03  8.6404E+02 -1.1423E+00 -1.0086E+00  6.8055E+02  1.1724E+03 -4.9188E+02 -1.0636E+00
  2.1870E+03  6.3460E+02  3.6876E+02  0.0000E+00  0.0000E+00  0.0000E+00  6.1683E+02  0.0000E+00  0.0000E+00
  2.1880E+03  6.8842E+02  3.9248E+02  0.0000E+00  0.0000E+00  0.0000E+00  6.6612E+02  0.0000E+00  0.0000E+00
  2.1890E+03  1.2297E+03  8.8924E+02 -1.3408E+00 -1.1542E+00  6.6811E+02  1.2350E+03 -5.6692E+02 -1.1924E+00
  2.1900E+03  7.3486E+02  4.1327E+02  0.0000E+00  0.0000E+00  0.0000E+00  7.0804E+02  0.0000E+00  0.0000E+00
  2.1910E+03  7.6222E+02  4.2075E+02  0.0000E+00  0.0000E+00  0.0000E+00  7.3076E+02  0.0000E+00  0.0000E+00
  2.1920E+03  1.3287E+03  9.0404E+02  4.0338E-01  4.0053E-01  1.0880E+03  1.3313E+03 -2.4332E+02  3.7551E-01
  2.1930E+03  7.8979E+02  4.3114E+02  0.0000E+00  0.0000E+00  0.0000E+00  7.5404E+02  0.0000E+00  0.0000E+00
  2.1940E+03  8.1347E+02  4.4019E+02  0.0000E+00  0.0000E+00  0.0000E+00  7.7370E+02  0.0000E+00  0.0000E+00
  2.1950E+03  1.3688E+03  9.1131E+02  2.1898E-01  3.3822E-02  9.9728E+02  1.3615E+03 -3.6418E+02  2.5474E-02
  2.1960E+03  8.2468E+02  4.4060E+02  0.0000E+00  0.0000E+00  0.0000E+00  7.8104E+02  0.0000E+00  0.0000E+00
  2.1970E+03  1.4023E+03  9.5775E+02 -4.3073E-01 -4.4353E-01  9.0589E+02  1.3957E+03 -4.8979E+02 -4.7543E-01
  2.1980E+03  1.3851E+03  9.1828E+02 -1.1108E+00 -9.3974E-01  7.2232E+02  1.3750E+03 -6.5265E+02 -9.5253E-01
  2.1990E+03  1.3294E+03  8.5640E+02  4.5840E-01  2.5490E-01  1.0043E+03  1.3087E+03 -3.0438E+02  2.7829E-01
  2.2000E+03  1.3271E+03  8.5410E+02  1.6789E-01  1.1510E-02  9.3389E+02  1.3060E+03 -3.7213E+02  3.2388E-02
  2.2010E+03  1.1784E+03  7.2010E+02 -4.6770E-01 -5.2471E-01  6.6129E+02  1.1405E+03 -4.7918E+02 -4.9666E-01
  2.2020E+03  1.0695E+03  6.3061E+02 -1.2445E+00 -1.0230E+00  4.6553E+02  1.0264E+03 -5.6082E+02 -1.0202E+00
  2.2030E+03  8.8303E+02  4.8054E+02 -6.6893E-02 -7.0779E-02  5.2598E+02  8.3655E+02 -3.1057E+02 -2.2171E-02
  2.2040E+03  7.6969E+02  3.9071E+02 -9.9446E-01 -9.6764E-01  2.8118E+02  7.2172E+02 -4.4054E+02 -9.6180E-01
  2.2050E+03  5.7781E+02  2.5700E+02 -7.7219E-01 -5.3732E-01  2.1687E+02  5.2907E+02 -3.1220E+02 -4.8502E-01
  2.2060E+03  4.5815E+02  1.8986E+02 -1.4252E-01 -1.7208E-01  1.8242E+02  4.1051E+02 -2.2809E+02 -8.7015E-02
  2.2070E+03  2.8861E+02  1.0562E+02  6.4335E-01  4.2787E-01  1.2674E+02  2.4449E+02 -1.1775E+02  6.0603E-01
  2.2080E+03  1.8521E+02  5.9438E+01  8.2977E-01  4.0699E-01  6.6013E+01  1.4655E+02 -8.0536E+01  6.0374E-01
  2.2090E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  2.2100E+03  7.7154E+02  6.7869E+02 -7.5270E-02 -1.9082E-01  6.6560E+02  8.0991E+02 -1.4431E+02 -2.7408E-01
  2.2110E+03  8.5027E+02  7.2413E+02 -2.1898E-01 -3.0723E-01  6.9044E+02  9.0046E+02 -2.1002E+02 -3.9648E-01
  2.2120E+03  8.9204E+02  7.2706E+02  8.6568E-01  8.1228E-01  9.0628E+02  9.4396E+02 -3.7678E+01  7.0380E-01
  2.2130E+03  7.9388E+02  6.0751E+02 -4.3073E-01 -4.9900E-01  5.5867E+02  8.1549E+02 -2.5682E+02 -4.3301E-01
  2.2140E+03  6.3167E+02  4.8537E+02 -6.0276E-01 -6.7860E-01  4.1807E+02  6.3790E+02 -2.1983E+02 -6.4538E-01
  2.2150E+03  5.1409E+02  4.0173E+02 -3.5846E-01 -3.0177E-01  3.8310E+02  5.1742E+02 -1.3432E+02 -3.3227E-01
  2.2160E+03  3.6927E+02  2.9274E+02  6.9562E-01  6.0514E-01  3.4626E+02  3.7099E+02 -2.4734E+01  5.1306E-01
  2.2170E+03  3.6770E+02  2.9148E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.6940E+02  0.0000E+00  0.0000E+00
  2.2180E+03  5.8692E+02  4.5096E+02  0.0000E+00  0.0000E+00  0.0000E+00  5.8651E+02  0.0000E+00  0.0000E+00
  2.2190E+03  6.0270E+02  4.6562E+02  4.3073E-01  3.9338E-01  5.3283E+02  6.0116E+02 -6.8330E+01  3.4067E-01
  2.2200E+03  7.5172E+02  5.5911E+02  0.0000E+00  0.0000E+00  0.0000E+00  7.4817E+02  0.0000E+00  0.0000E+00
  2.2210E+03  8.9453E+02  6.4725E+02  0.0000E+00  0.0000E+00  0.0000E+00  8.8695E+02  0.0000E+00  0.0000E+00
  2.2220E+03  1.7196E+03  1.3225E+03 -4.5840E-01 -4.9466E-01  1.2344E+03  1.7633E+03 -5.2887E+02 -5.5396E-01
  2.2230E+03  9.9105E+02  6.9736E+02  0.0000E+00  0.0000E+00  0.0000E+00  9.7798E+02  0.0000E+00  0.0000E+00
  2.2240E+03  1.0828E+03  7.4460E+02  0.0000E+00  0.0000E+00  0.0000E+00  1.0638E+03  0.0000E+00  0.0000E+00
  2.2250E+03  1.8884E+03  1.3832E+03 -2.6198E-01 -4.1636E-01  1.3401E+03  1.9146E+03 -5.7448E+02 -4.4476E-01
  2.2260E+03  1.1630E+03  7.8463E+02  0.0000E+00  0.0000E+00  0.0000E+00  1.1376E+03  0.0000E+00  0.0000E+00
  2.2270E+03  1.2144E+03  8.0334E+02  0.0000E+00  0.0000E+00  0.0000E+00  1.1822E+03  0.0000E+00  0.0000E+00
  2.2280E+03  2.0261E+03  1.4821E+03 -4.7704E-01 -4.6183E-01  1.4195E+03  2.0451E+03 -6.2563E+02 -5.0961E-01
  2.2290E+03  1.2650E+03  8.2338E+02  0.0000E+00  0.0000E+00  0.0000E+00  1.2260E+03  0.0000E+00  0.0000E+00
  2.2300E+03  1.3088E+03  8.4045E+02  0.0000E+00  0.0000E+00  0.0000E+00  1.2633E+03  0.0000E+00  0.0000E+00
  2.2310E+03  2.0989E+03  1.5162E+03  3.3428E-02 -1.1092E-01  1.6108E+03  2.1020E+03 -4.9116E+02 -1.5361E-01
  2.2320E+03  1.3335E+03  8.4410E+02  0.0000E+00  0.0000E+00  0.0000E+00  1.2815E+03  0.0000E+00  0.0000E+00
  2.2330E+03  2.1394E+03  1.5223E+03 -1.0222E+00 -8.5641E-01  1.2930E+03  2.1384E+03 -8.4539E+02 -8.9283E-01
  2.2340E+03  2.1330E+03  1.4816E+03  1.8487E-01  1.0708E-01  1.6930E+03  2.1271E+03 -4.3405E+02  1.0086E-01
  2.2350E+03  2.1137E+03  1.4564E+03 -2.3613E-01 -3.7113E-01  1.4573E+03  2.1028E+03 -6.4551E+02 -3.6708E-01
  2.2360E+03  2.0598E+03  1.3999E+03  4.6770E-01  2.6114E-01  1.6777E+03  2.0378E+03 -3.6007E+02  2.9013E-01
  2.2370E+03  1.8754E+03  1.2458E+03  2.5069E-02 -1.0064E-01  1.3541E+03  1.8312E+03 -4.7711E+02 -5.5620E-02
  2.2380E+03  1.5424E+03  9.9461E+02  6.4335E-01  5.9056E-01  1.3007E+03  1.4870E+03 -1.8634E+02  6.4579E-01
  2.2390E+03  1.4450E+03  9.1899E+02 -7.3885E-01 -5.7235E-01  8.4507E+02  1.3883E+03 -5.4322E+02 -5.6979E-01
  2.2400E+03  1.3223E+03  8.2050E+02 -4.3991E-01 -4.9430E-01  7.7350E+02  1.2635E+03 -4.9004E+02 -4.8690E-01
  2.2410E+03  9.9195E+02  5.4712E+02 -4.3991E-01 -4.2410E-01  5.2673E+02  9.2617E+02 -3.9944E+02 -3.8298E-01
  2.2420E+03  7.9115E+02  3.9385E+02 -3.3185E-01 -3.1849E-01  3.9386E+02  7.2235E+02 -3.2849E+02 -2.5334E-01
  2.2430E+03  5.2409E+02  2.1512E+02 -5.5338E-01 -5.2019E-01  1.8235E+02  4.5393E+02 -2.7158E+02 -4.7696E-01
  2.2440E+03  3.5964E+02  1.2212E+02  1.2566E-01 -2.5645E-02  1.3362E+02  2.9342E+02 -1.5980E+02  1.0167E-01
  2.2450E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  2.2460E+03  1.0860E+03  1.1512E+03 -2.2754E-01 -2.9758E-01  1.0259E+03  1.0961E+03 -7.0196E+01 -3.5405E-01
  2.2470E+03  1.2921E+03  1.2614E+03 -2.1043E-01 -3.4299E-01  1.1224E+03  1.3255E+03 -2.0312E+02 -3.9184E-01
  2.2480E+03  1.3226E+03  1.2266E+03  1.0803E+00  1.1687E+00  1.5142E+03  1.3570E+03  1.5717E+02  1.1211E+00
  2.2490E+03  1.1564E+03  9.7722E+02 -9.8085E-01 -1.0337E+00  7.2045E+02  1.1666E+03 -4.4616E+02 -9.3547E-01
  2.2500E+03  8.9952E+02  7.4166E+02 -9.5417E-01 -8.8762E-01  5.6741E+02  8.9940E+02 -3.3199E+02 -8.4558E-01
  2.2510E+03  7.2911E+02  6.0071E+02  7.2791E-01  8.1704E-01  7.1611E+02  7.2952E+02 -1.3409E+01  8.0396E-01
  2.2520E+03  5.0193E+02  4.1361E+02  3.6738E-01  4.0335E-01  4.5422E+02  5.0311E+02 -4.8890E+01  3.7168E-01
  2.2530E+03  5.0082E+02  4.1267E+02  0.0000E+00  0.0000E+00  0.0000E+00  5.0198E+02  0.0000E+00  0.0000E+00
  2.2540E+03  7.9289E+02  6.3518E+02  0.0000E+00  0.0000E+00  0.0000E+00  7.9081E+02  0.0000E+00  0.0000E+00
  2.2550E+03  8.8333E+02  7.4208E+02  2.0537E+00  2.1451E+00  1.1263E+03  8.7429E+02  2.5201E+02  2.1860E+00
  2.2560E+03  1.0079E+03  7.7857E+02  0.0000E+00  0.0000E+00  0.0000E+00  1.0019E+03  0.0000E+00  0.0000E+00
  2.2570E+03  1.1916E+03  8.8917E+02  0.0000E+00  0.0000E+00  0.0000E+00  1.1809E+03  0.0000E+00  0.0000E+00
  2.2580E+03  2.3325E+03  1.8858E+03  1.4758E+00  1.3629E+00  2.5663E+03  2.3436E+03  2.2273E+02  1.3694E+00
  2.2590E+03  1.3097E+03  9.4214E+02  0.0000E+00  0.0000E+00  0.0000E+00  1.2932E+03  0.0000E+00  0.0000E+00
  2.2600E+03  1.4222E+03  9.9250E+02  0.0000E+00  0.0000E+00  0.0000E+00  1.3994E+03  0.0000E+00  0.0000E+00
  2.2610E+03  2.6400E+03  2.1762E+03  1.0954E+00  9.6070E-01  2.7199E+03  2.6504E+03  6.9516E+01  9.2923E-01
  2.2620E+03  1.5193E+03  1.0343E+03  0.0000E+00  0.0000E+00  0.0000E+00  1.4900E+03  0.0000E+00  0.0000E+00
  2.2630E+03  1.5771E+03  1.0469E+03  0.0000E+00  0.0000E+00  0.0000E+00  1.5408E+03  0.0000E+00  0.0000E+00
  2.2640E+03  2.6911E+03  2.2079E+03 -4.4914E-01 -5.4294E-01  1.9303E+03  2.6739E+03 -7.4355E+02 -5.6674E-01
  2.2650E+03  1.6351E+03  1.0642E+03  0.0000E+00  0.0000E+00  0.0000E+00  1.5921E+03  0.0000E+00  0.0000E+00
  2.2660E+03  1.6850E+03  1.0792E+03  0.0000E+00  0.0000E+00  0.0000E+00  1.6354E+03  0.0000E+00  0.0000E+00
  2.2670E+03  2.8964E+03  2.2230E+03 -2.5335E-01 -3.3579E-01  2.1022E+03  2.8804E+03 -7.7823E+02 -3.3224E-01
  2.2680E+03  1.7090E+03  1.0763E+03  0.0000E+00  0.0000E+00  0.0000E+00  1.6532E+03  0.0000E+00  0.0000E+00
  2.2690E+03  2.9221E+03  2.2503E+03  2.5069E-02 -6.3178E-02  2.2890E+03  2.8998E+03 -6.1085E+02 -6.5467E-02
  2.2700E+03  2.7617E+03  1.9821E+03 -2.7131E+00 -2.3456E+00  7.4213E+02  2.7207E+03 -1.9786E+03 -2.3112E+00
  2.2710E+03  2.6324E+03  1.8486E+03 -5.0532E-01 -5.9046E-01  1.6372E+03  2.5816E+03 -9.4442E+02 -5.3824E-01
  2.2720E+03  2.5600E+03  1.7801E+03 -1.5011E+00 -1.3093E+00  1.1886E+03  2.5054E+03 -1.3168E+03 -1.2691E+00
  2.2730E+03  2.4766E+03  1.7045E+03  1.5011E+00  1.3547E+00  2.5190E+03  2.4190E+03  9.9986E+01  1.4334E+00
  2.2740E+03  2.1623E+03  1.4360E+03 -4.8642E-01 -4.8964E-01  1.3073E+03  2.1013E+03 -7.9399E+02 -4.6447E-01
  2.2750E+03  1.9831E+03  1.2869E+03 -1.6789E-01 -2.7246E-01  1.2606E+03  1.9225E+03 -6.6187E+02 -2.5043E-01
  2.2760E+03  1.6507E+03  1.0069E+03 -3.5846E-01 -3.1872E-01  9.7152E+02  1.5880E+03 -6.1649E+02 -2.9529E-01
  2.2770E+03  1.2253E+03  6.4242E+02 -9.5417E-01 -8.2302E-01  4.8446E+02  1.1568E+03 -6.7237E+02 -8.1264E-01
  2.2780E+03  9.7502E+02  4.4299E+02 -5.8284E-01 -4.8239E-01  3.9091E+02  9.0520E+02 -5.1429E+02 -4.6032E-01
  2.2790E+03  6.1321E+02  2.0287E+02  0.0000E+00 -7.4515E-02  2.1632E+02  5.4395E+02 -3.2763E+02 -3.4220E-02
  2.2800E+03  3.9858E+02  9.6285E+01  1.6789E-01  9.8980E-03  9.5538E+01  3.3473E+02 -2.3919E+02  2.3743E-02
  2.2810E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  2.2820E+03  3.7434E+02  4.4063E+02  1.5011E+00  1.6475E+00  5.5734E+02  3.8212E+02  1.7522E+02  1.6533E+00
  2.2830E+03  4.4297E+02  5.4128E+02  7.4987E-01  5.3978E-01  5.6217E+02  4.6395E+02  9.8217E+01  4.1313E-01
  2.2840E+03  4.5601E+02  5.6220E+02 -1.1108E+00 -1.0949E+00  4.2622E+02  4.7942E+02 -5.3205E+01 -1.1829E+00
  2.2850E+03  3.8957E+02  4.6840E+02 -2.3263E+00 -1.7825E+00  3.0884E+02  3.9964E+02 -9.0800E+01 -1.7789E+00
  2.2860E+03  3.1061E+02  3.6255E+02  6.2293E-01  5.8380E-01  3.9504E+02  3.1433E+02  8.0710E+01  5.9237E-01
  2.2870E+03  2.4918E+02  2.8546E+02  1.8339E+00  1.9595E+00  3.8478E+02  2.5138E+02  1.3340E+02  1.9661E+00
  2.2880E+03  1.7224E+02  1.9394E+02  0.0000E+00  0.0000E+00  0.0000E+00  1.7340E+02  0.0000E+00  0.0000E+00
  2.2890E+03  1.9759E+02  2.1949E+02 -8.7790E-01 -8.5672E-01  1.8768E+02  1.9612E+02 -8.4407E+00 -8.1787E-01
  2.2900E+03  2.7584E+02  3.1151E+02  0.0000E+00  0.0000E+00  0.0000E+00  2.7617E+02  0.0000E+00  0.0000E+00
  2.2910E+03  2.8443E+02  3.2011E+02  5.1484E-01  3.2178E-01  3.4231E+02  2.8382E+02  5.8493E+01  3.1625E-01
  2.2920E+03  3.4909E+02  3.9575E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.4808E+02  0.0000E+00  0.0000E+00
  2.2930E+03  4.0823E+02  4.6402E+02  0.0000E+00  0.0000E+00  0.0000E+00  4.0552E+02  0.0000E+00  0.0000E+00
  2.2940E+03  8.1373E+02  9.6698E+02  1.6134E+00  1.7306E+00  1.2257E+03  8.2999E+02  3.9571E+02  1.6048E+00
  2.2950E+03  4.5873E+02  5.2206E+02  0.0000E+00  0.0000E+00  0.0000E+00  4.5402E+02  0.0000E+00  0.0000E+00
  2.2960E+03  4.9381E+02  5.6209E+02  0.0000E+00  0.0000E+00  0.0000E+00  4.8671E+02  0.0000E+00  0.0000E+00
  2.2970E+03  9.1744E+02  1.0864E+03  5.5338E-01  3.0184E-01  1.1051E+03  9.3275E+02  1.7235E+02  2.2177E-01
  2.2980E+03  5.1984E+02  5.9153E+02  0.0000E+00  0.0000E+00  0.0000E+00  5.1019E+02  0.0000E+00  0.0000E+00
  2.2990E+03  5.4594E+02  6.2080E+02  0.0000E+00  0.0000E+00  0.0000E+00  5.3386E+02  0.0000E+00  0.0000E+00
  2.3000E+03  9.2789E+02  1.0778E+03  1.7637E-01  2.0676E-01  1.0937E+03  9.2798E+02  1.6572E+02  2.0845E-01
  2.3010E+03  5.6173E+02  6.3802E+02  0.0000E+00  0.0000E+00  0.0000E+00  5.4713E+02  0.0000E+00  0.0000E+00
  2.3020E+03  5.7515E+02  6.5246E+02  0.0000E+00  0.0000E+00  0.0000E+00  5.5817E+02  0.0000E+00  0.0000E+00
  2.3030E+03  9.8087E+02  1.1569E+03 -1.4051E+00 -1.2804E+00  8.6323E+02  9.8426E+02 -1.2103E+02 -1.3222E+00
  2.3040E+03  5.8944E+02  6.6781E+02  0.0000E+00  0.0000E+00  0.0000E+00  5.7031E+02  0.0000E+00  0.0000E+00
