TABLE NO.  2
 NUM         EPRED       IPRED       NPDE        EWRES       DV          PRED        RES         WRES
  7.4600E+02  1.2961E+03  1.0348E+03  2.1898E-01  3.0549E-01  1.2069E+03  1.3127E+03 -1.0585E+02  2.4292E-01
  7.4700E+02  7.3262E+02  6.4553E+02  0.0000E+00  0.0000E+00  0.0000E+00  7.1581E+02  0.0000E+00  0.0000E+00
  7.4800E+02  7.9758E+02  6.9869E+02  0.0000E+00  0.0000E+00  0.0000E+00  7.7634E+02  0.0000E+00  0.0000E+00
  7.4900E+02  1.3584E+03  1.1517E+03  5.6315E-01  5.5853E-01  1.3589E+03  1.3596E+03 -6.7238E-01  5.0917E-01
  7.5000E+02  8.5377E+02  7.4400E+02  0.0000E+00  0.0000E+00  0.0000E+00  8.2801E+02  0.0000E+00  0.0000E+00
  7.5100E+02  8.8848E+02  7.7161E+02  0.0000E+00  0.0000E+00  0.0000E+00  8.5808E+02  0.0000E+00  0.0000E+00
  7.5200E+02  1.5177E+03  1.2195E+03 -2.7064E-01 -3.6045E-01  1.2045E+03  1.5176E+03 -3.1313E+02 -3.9040E-01
  7.5300E+02  9.2271E+02  7.9746E+02  0.0000E+00  0.0000E+00  0.0000E+00  8.8787E+02  0.0000E+00  0.0000E+00
  7.5400E+02  9.5216E+02  8.1940E+02  0.0000E+00  0.0000E+00  0.0000E+00  9.1309E+02  0.0000E+00  0.0000E+00
  7.5500E+02  1.5809E+03  1.2838E+03 -9.6742E-01 -9.7690E-01  1.0561E+03  1.5745E+03 -5.1836E+02 -1.0076E+00
  7.5600E+02  9.6749E+02  8.2996E+02  0.0000E+00  0.0000E+00  0.0000E+00  9.2431E+02  0.0000E+00  0.0000E+00
  7.5700E+02  1.5886E+03  1.2673E+03 -6.5366E-01 -5.5637E-01  1.1902E+03  1.5744E+03 -3.8419E+02 -5.6190E-01
  7.5800E+02  1.5760E+03  1.2527E+03  1.9337E-01  8.6746E-02  1.3902E+03  1.5588E+03 -1.6859E+02  9.4376E-02
  7.5900E+02  1.5326E+03  1.2147E+03  7.8350E-01  6.3303E-01  1.5248E+03  1.5073E+03  1.7464E+01  6.6952E-01
  7.6000E+02  1.4646E+03  1.1661E+03  1.5097E-01 -3.1003E-02  1.2534E+03  1.4304E+03 -1.7704E+02  1.7264E-02
  7.6100E+02  1.2867E+03  1.0527E+03  3.5846E-01  2.2175E-01  1.1751E+03  1.2422E+03 -6.7059E+01  2.8682E-01
  7.6200E+02  1.1429E+03  9.5841E+02  6.0276E-01  4.5905E-01  1.1062E+03  1.0968E+03  9.4478E+00  5.2633E-01
  7.6300E+02  1.0417E+03  8.8566E+02 -6.1281E-01 -6.0932E-01  7.7297E+02  9.9518E+02 -2.2221E+02 -5.8918E-01
  7.6400E+02  9.4816E+02  8.1160E+02 -3.4069E-01 -3.6537E-01  7.5069E+02  9.0091E+02 -1.5022E+02 -3.3172E-01
  7.6500E+02  6.9272E+02  5.7995E+02 -1.0083E+00 -7.9353E-01  4.6574E+02  6.4379E+02 -1.7805E+02 -7.5538E-01
  7.6600E+02  5.5364E+02  4.5126E+02  6.0276E-01  3.2050E-01  4.9774E+02  5.0526E+02 -7.5152E+00  4.6387E-01
  7.6700E+02  3.6257E+02  2.8004E+02  1.0043E-01  3.9567E-02  2.9176E+02  3.1638E+02 -2.4617E+01  2.2104E-01
  7.6800E+02  2.3380E+02  1.6893E+02  9.2039E-02 -2.0388E-02  1.7710E+02  1.9226E+02 -1.5161E+01  2.3713E-01
  7.6900E+02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  7.7000E+02  8.7252E+02  9.1367E+02  6.0276E-01  4.9809E-01  1.0283E+03  9.0172E+02  1.2658E+02  4.7907E-01
  7.7100E+02  1.0129E+03  1.0739E+03 -7.9491E-01 -7.1339E-01  9.2933E+02  1.0659E+03 -1.3660E+02 -7.9281E-01
  7.7200E+02  1.0310E+03  1.0913E+03  7.5270E-02 -1.2604E-02  1.0916E+03  1.0852E+03  6.4074E+00 -1.3491E-01
  7.7300E+02  9.0273E+02  9.2774E+02 -2.1043E-01 -2.2347E-01  8.9444E+02  9.2434E+02 -2.9900E+01 -2.6919E-01
  7.7400E+02  7.1254E+02  7.2482E+02 -7.8350E-01 -7.9083E-01  6.0995E+02  7.1859E+02 -1.0864E+02 -8.0967E-01
  7.7500E+02  5.6662E+02  5.7766E+02  1.4051E+00  1.3853E+00  7.3510E+02  5.6975E+02  1.6535E+02  1.3443E+00
  7.7600E+02  4.0003E+02  4.0878E+02  4.1789E-02  1.8773E-02  4.0197E+02  4.0090E+02  1.0723E+00 -3.2219E-02
  7.7700E+02  3.9828E+02  4.0697E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.9911E+02  0.0000E+00  0.0000E+00
  7.7800E+02  6.3755E+02  6.4624E+02  9.0273E-01  9.0578E-01  7.5495E+02  6.3390E+02  1.2105E+02  8.8625E-01
  7.7900E+02  6.3358E+02  6.4214E+02  0.0000E+00  0.0000E+00  0.0000E+00  6.2984E+02  0.0000E+00  0.0000E+00
  7.8000E+02  8.0711E+02  8.1405E+02  0.0000E+00  0.0000E+00  0.0000E+00  7.9846E+02  0.0000E+00  0.0000E+00
  7.8100E+02  9.5467E+02  9.5975E+02  0.0000E+00  0.0000E+00  0.0000E+00  9.4113E+02  0.0000E+00  0.0000E+00
  7.8200E+02  1.9007E+03  1.9580E+03  8.7790E-01  7.4059E-01  2.2351E+03  1.9361E+03  2.9905E+02  6.4868E-01
  7.8300E+02  1.0498E+03  1.0515E+03  0.0000E+00  0.0000E+00  0.0000E+00  1.0304E+03  0.0000E+00  0.0000E+00
  7.8400E+02  1.1397E+03  1.1380E+03  0.0000E+00  0.0000E+00  0.0000E+00  1.1146E+03  0.0000E+00  0.0000E+00
  7.8500E+02  2.0765E+03  2.1323E+03  1.0043E-01 -1.4834E-02  2.1134E+03  2.1008E+03  1.2560E+01 -6.9447E-02
  7.8600E+02  1.2172E+03  1.2118E+03  0.0000E+00  0.0000E+00  0.0000E+00  1.1863E+03  0.0000E+00  0.0000E+00
  7.8700E+02  1.2635E+03  1.2535E+03  0.0000E+00  0.0000E+00  0.0000E+00  1.2263E+03  0.0000E+00  0.0000E+00
  7.8800E+02  2.0650E+03  2.0897E+03 -2.7932E-01 -3.0087E-01  1.9693E+03  2.0508E+03 -8.1536E+01 -2.8645E-01
  7.8900E+02  1.3096E+03  1.2953E+03  0.0000E+00  0.0000E+00  0.0000E+00  1.2666E+03  0.0000E+00  0.0000E+00
  7.9000E+02  1.3492E+03  1.3306E+03  0.0000E+00  0.0000E+00  0.0000E+00  1.3007E+03  0.0000E+00  0.0000E+00
  7.9100E+02  2.2296E+03  2.2510E+03  2.0189E-01  1.3318E-01  2.3098E+03  2.2197E+03  9.0087E+01  1.1205E-01
  7.9200E+02  1.3684E+03  1.3453E+03  0.0000E+00  0.0000E+00  0.0000E+00  1.3144E+03  0.0000E+00  0.0000E+00
  7.9300E+02  2.2944E+03  2.3216E+03  1.5011E+00  1.8408E+00  3.2030E+03  2.2881E+03  9.1492E+02  1.8232E+00
  7.9400E+02  2.2695E+03  2.2906E+03  9.4107E-01  9.9521E-01  2.7627E+03  2.2580E+03  5.0474E+02  9.8202E-01
  7.9500E+02  2.1636E+03  2.1660E+03 -1.7507E+00 -1.3516E+00  1.5526E+03  2.1345E+03 -5.8190E+02 -1.3660E+00
  7.9600E+02  2.0346E+03  2.0238E+03 -8.9025E-01 -7.4074E-01  1.7103E+03  1.9918E+03 -2.8154E+02 -7.3253E-01
  7.9700E+02  1.7832E+03  1.7626E+03  6.0276E-01  4.5221E-01  1.9339E+03  1.7291E+03  2.0476E+02  5.0895E-01
  7.9800E+02  1.7462E+03  1.7250E+03 -7.9491E-01 -6.6633E-01  1.4753E+03  1.6915E+03 -2.1615E+02 -6.4828E-01
  7.9900E+02  1.5320E+03  1.5081E+03  8.0642E-01  7.6282E-01  1.7522E+03  1.4750E+03  2.7723E+02  8.4312E-01
  8.0000E+02  1.3394E+03  1.3105E+03 -2.0537E+00 -2.2843E+00  6.4430E+02  1.2796E+03 -6.3531E+02 -2.3382E+00
  8.0100E+02  9.7403E+02  9.3359E+02  4.1789E-02 -1.2163E-01  9.1116E+02  9.0972E+02  1.4363E+00 -2.8747E-02
  8.0200E+02  7.6436E+02  7.2100E+02  8.1804E-01  5.8458E-01  8.2757E+02  7.0071E+02  1.2686E+02  7.6008E-01
  8.0300E+02  4.8324E+02  4.3767E+02 -6.8502E-01 -5.5930E-01  3.8149E+02  4.2264E+02 -4.1146E+01 -4.6141E-01
  8.0400E+02  3.0976E+02  2.6591E+02  5.7297E-01  3.0118E-01  3.0005E+02  2.5510E+02  4.4953E+01  6.3013E-01
  8.0500E+02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  8.0600E+02  1.0912E+03  1.0504E+03 -1.6449E+00 -1.5044E+00  7.3722E+02  1.1275E+03 -3.9028E+02 -1.3464E+00
  8.0700E+02  1.2173E+03  1.2745E+03 -1.5943E-01 -1.9871E-01  1.2243E+03  1.2604E+03 -3.6104E+01 -2.6324E-01
  8.0800E+02  1.2555E+03  1.3928E+03  1.5834E+00  1.6036E+00  1.7808E+03  1.2924E+03  4.8842E+02  1.3938E+00
  8.0900E+02  1.1237E+03  1.3838E+03  2.1280E+00  1.8909E+00  1.7423E+03  1.1176E+03  6.2466E+02  1.7202E+00
  8.1000E+02  9.0984E+02  1.1247E+03  4.2158E-01  3.9700E-01  1.1370E+03  8.9131E+02  2.4569E+02  3.6045E-01
  8.1100E+02  7.2781E+02  8.6659E+02  3.8532E-01  3.5845E-01  8.8866E+02  7.1244E+02  1.7622E+02  3.8348E-01
  8.1200E+02  5.1333E+02  5.6073E+02  3.6738E-01  3.2481E-01  5.9159E+02  5.0410E+02  8.7488E+01  3.2872E-01
  8.1300E+02  5.1076E+02  5.5722E+02  0.0000E+00  0.0000E+00  0.0000E+00  5.0157E+02  0.0000E+00  0.0000E+00
  8.1400E+02  8.1613E+02  8.6869E+02  0.0000E+00  0.0000E+00  0.0000E+00  7.9599E+02  0.0000E+00  0.0000E+00
  8.1500E+02  8.9917E+02  9.2636E+02  3.1425E-01  3.7293E-01  9.9100E+02  8.7473E+02  1.1627E+02  4.4553E-01
  8.1600E+02  1.0465E+03  1.1043E+03  0.0000E+00  0.0000E+00  0.0000E+00  1.0148E+03  0.0000E+00  0.0000E+00
  8.1700E+02  1.2461E+03  1.3121E+03  0.0000E+00  0.0000E+00  0.0000E+00  1.2022E+03  0.0000E+00  0.0000E+00
  8.1800E+02  2.3760E+03  2.6178E+03  1.6134E+00  1.6956E+00  3.3551E+03  2.3559E+03  9.9923E+02  1.5940E+00
  8.1900E+02  1.3807E+03  1.4442E+03  0.0000E+00  0.0000E+00  0.0000E+00  1.3245E+03  0.0000E+00  0.0000E+00
  8.2000E+02  1.5087E+03  1.5752E+03  0.0000E+00  0.0000E+00  0.0000E+00  1.4397E+03  0.0000E+00  0.0000E+00
  8.2100E+02  2.6575E+03  2.8588E+03 -5.9277E-01 -4.8351E-01  2.5164E+03  2.6222E+03 -1.0581E+02 -5.7530E-01
  8.2200E+02  1.6202E+03  1.6884E+03  0.0000E+00  0.0000E+00  0.0000E+00  1.5386E+03  0.0000E+00  0.0000E+00
  8.2300E+02  1.6915E+03  1.7543E+03  0.0000E+00  0.0000E+00  0.0000E+00  1.5978E+03  0.0000E+00  0.0000E+00
  8.2400E+02  2.8363E+03  2.9688E+03 -1.0222E+00 -9.6614E-01  2.3657E+03  2.7846E+03 -4.1892E+02 -1.0241E+00
  8.2500E+02  1.7616E+03  1.8229E+03  0.0000E+00  0.0000E+00  0.0000E+00  1.6561E+03  0.0000E+00  0.0000E+00
  8.2600E+02  1.8222E+03  1.8812E+03  0.0000E+00  0.0000E+00  0.0000E+00  1.7057E+03  0.0000E+00  0.0000E+00
  8.2700E+02  2.9617E+03  3.1451E+03 -2.7932E-01 -3.4211E-01  2.8739E+03  2.8810E+03 -7.0773E+00 -3.8844E-01
  8.2800E+02  1.8560E+03  1.9082E+03  0.0000E+00  0.0000E+00  0.0000E+00  1.7294E+03  0.0000E+00  0.0000E+00
  8.2900E+02  2.9157E+03  2.9336E+03 -1.4051E+00 -1.3408E+00  2.1555E+03  2.8287E+03 -6.7318E+02 -1.3321E+00
  8.3000E+02  2.9401E+03  3.1861E+03 -5.6315E-01 -4.9661E-01  2.7820E+03  2.8318E+03 -4.9821E+01 -5.4886E-01
  8.3100E+02  2.8174E+03  3.0960E+03  6.5366E-01  5.9544E-01  3.3309E+03  2.6891E+03  6.4177E+02  6.1292E-01
  8.3200E+02  2.8144E+03  3.0931E+03  1.6134E+00  1.6218E+00  3.9374E+03  2.6858E+03  1.2516E+03  1.6910E+00
  8.3300E+02  2.6002E+03  2.8560E+03  8.6568E-01  8.2177E-01  3.2014E+03  2.4569E+03  7.4452E+02  9.0365E-01
  8.3400E+02  2.2119E+03  2.3513E+03 -5.0154E-02 -1.0107E-01  2.2619E+03  2.0700E+03  1.9187E+02 -3.5937E-02
  8.3500E+02  2.0651E+03  2.1586E+03 -1.9322E+00 -1.9747E+00  1.2682E+03  1.9264E+03 -6.5815E+02 -2.0527E+00
  8.3600E+02  1.7619E+03  1.7867E+03 -5.2440E-01 -5.8494E-01  1.5793E+03  1.6264E+03 -4.7081E+01 -5.5262E-01
  8.3700E+02  1.3484E+03  1.3455E+03  5.8284E-01  4.9087E-01  1.5152E+03  1.2131E+03  3.0205E+02  6.6765E-01
  8.3800E+02  1.0998E+03  1.0877E+03  1.1918E+00  1.0769E+00  1.3807E+03  9.6781E+02  4.1289E+02  1.3845E+00
  8.3900E+02  7.3688E+02  7.0703E+02 -6.4335E-01 -5.2907E-01  6.5035E+02  6.1522E+02  3.5129E+01 -3.6436E-01
  8.4000E+02  4.9225E+02  4.5287E+02 -9.2039E-02 -1.2443E-01  4.7544E+02  3.8533E+02  9.0105E+01  2.5921E-01
  8.4100E+02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  8.4200E+02  1.4282E+02  1.3780E+02  8.0642E-01  6.2080E-01  1.6023E+02  1.4818E+02  1.2047E+01  6.3289E-01
  8.4300E+02  1.6374E+02  1.6692E+02 -2.0537E+00 -1.6531E+00  1.1108E+02  1.7170E+02 -6.0625E+01 -1.6917E+00
  8.4400E+02  1.7025E+02  1.8112E+02 -2.2164E+00 -1.8099E+00  1.1456E+02  1.7815E+02 -6.3585E+01 -1.9127E+00
  8.4500E+02  1.4549E+02  1.6221E+02  1.2628E+00  1.2649E+00  1.9758E+02  1.4810E+02  4.9477E+01  1.1024E+00
  8.4600E+02  1.1477E+02  1.2916E+02  6.4335E-01  6.5233E-01  1.4377E+02  1.1532E+02  2.8447E+01  5.8314E-01
  8.4700E+02  8.9969E+01  1.0176E+02 -9.9446E-01 -1.0115E+00  8.3083E+01  9.0074E+01 -6.9908E+00 -1.0587E+00
  8.4800E+02  6.4116E+01  7.3204E+01 -8.3652E-02  2.0458E-01  7.6576E+01  6.3841E+01  1.2735E+01  1.4946E-01
  8.4900E+02  6.3512E+01  7.2540E+01  0.0000E+00  0.0000E+00  0.0000E+00  6.3223E+01  0.0000E+00  0.0000E+00
  8.5000E+02  1.0181E+02  1.1796E+02 -1.1423E+00 -1.1606E+00  9.4371E+01  1.0063E+02 -6.2619E+00 -1.2222E+00
  8.5100E+02  1.0124E+02  1.1733E+02  0.0000E+00  0.0000E+00  0.0000E+00  1.0005E+02  0.0000E+00  0.0000E+00
  8.5200E+02  1.2892E+02  1.5136E+02  0.0000E+00  0.0000E+00  0.0000E+00  1.2678E+02  0.0000E+00  0.0000E+00
  8.5300E+02  1.5227E+02  1.8039E+02  0.0000E+00  0.0000E+00  0.0000E+00  1.4914E+02  0.0000E+00  0.0000E+00
  8.5400E+02  3.0249E+02  3.3000E+02  4.0338E-01  3.2685E-01  3.5245E+02  3.0651E+02  4.5942E+01  2.7628E-01
  8.5500E+02  1.6715E+02  1.9971E+02  0.0000E+00  0.0000E+00  0.0000E+00  1.6285E+02  0.0000E+00  0.0000E+00
  8.5600E+02  1.8112E+02  2.1761E+02  0.0000E+00  0.0000E+00  0.0000E+00  1.7567E+02  0.0000E+00  0.0000E+00
  8.5700E+02  3.3836E+02  3.8026E+02  1.6134E+00  1.4631E+00  4.8162E+02  3.4096E+02  1.4066E+02  1.3891E+00
  8.5800E+02  1.9309E+02  2.3287E+02  0.0000E+00  0.0000E+00  0.0000E+00  1.8649E+02  0.0000E+00  0.0000E+00
  8.5900E+02  2.0009E+02  2.4227E+02  0.0000E+00  0.0000E+00  0.0000E+00  1.9231E+02  0.0000E+00  0.0000E+00
  8.6000E+02  3.5640E+02  4.0794E+02  8.2977E-01  6.0926E-01  4.4989E+02  3.5625E+02  9.3640E+01  5.5121E-01
  8.6100E+02  2.0707E+02  2.5133E+02  0.0000E+00  0.0000E+00  0.0000E+00  1.9821E+02  0.0000E+00  0.0000E+00
  8.6200E+02  2.1303E+02  2.5900E+02  0.0000E+00  0.0000E+00  0.0000E+00  2.0316E+02  0.0000E+00  0.0000E+00
  8.6300E+02  3.6478E+02  4.1149E+02  8.0642E-01  8.2773E-01  4.7571E+02  3.6250E+02  1.1321E+02  8.4096E-01
  8.6400E+02  2.1577E+02  2.6284E+02  0.0000E+00  0.0000E+00  0.0000E+00  2.0494E+02  0.0000E+00  0.0000E+00
  8.6500E+02  3.7187E+02  4.2769E+02 -2.5335E-01 -3.5755E-01  3.9719E+02  3.6880E+02  2.8387E+01 -3.8661E-01
  8.6600E+02  3.6121E+02  4.2135E+02  6.6893E-02  2.1453E-03  4.1723E+02  3.5590E+02  6.1332E+01 -2.1679E-02
  8.6700E+02  3.5368E+02  4.1448E+02 -6.6404E-01 -6.0362E-01  3.6513E+02  3.4719E+02  1.7936E+01 -6.3073E-01
  8.6800E+02  3.3597E+02  3.9654E+02  9.8085E-01  9.2552E-01  4.5873E+02  3.2744E+02  1.3129E+02  9.5780E-01
  8.6900E+02  2.8077E+02  3.3613E+02 -1.0954E+00 -9.0624E-01  2.8128E+02  2.6974E+02  1.1545E+01 -8.8691E-01
  8.7000E+02  2.5592E+02  3.0841E+02  1.0508E+00  7.8040E-01  3.5178E+02  2.4463E+02  1.0715E+02  8.9254E-01
  8.7100E+02  2.3242E+02  2.8210E+02  1.1585E+00  1.0617E+00  3.3675E+02  2.2090E+02  1.1585E+02  1.2061E+00
  8.7200E+02  2.1155E+02  2.5866E+02  3.9434E-01  2.2555E-01  2.7115E+02  1.9977E+02  7.1379E+01  3.3480E-01
  8.7300E+02  1.4964E+02  1.8798E+02 -4.5840E-01 -4.1505E-01  1.7757E+02  1.3752E+02  4.0049E+01 -3.0383E-01
  8.7400E+02  1.2131E+02  1.5425E+02 -1.1750E+00 -1.0005E+00  1.3042E+02  1.0940E+02  2.1021E+01 -9.2480E-01
  8.7500E+02  7.5287E+01  9.7164E+01  1.5834E+00  1.5342E+00  1.2929E+02  6.4229E+01  6.5061E+01  2.1438E+00
  8.7600E+02  4.6542E+01  6.0174E+01 -2.1280E+00 -1.5123E+00  4.6595E+01  3.6990E+01  9.6054E+00 -1.3418E+00
  8.7700E+02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  8.7800E+02  3.0485E+02  1.9762E+02 -6.8502E-01 -6.3966E-01  1.9448E+02  3.1491E+02 -1.2043E+02 -5.1140E-01
  8.7900E+02  3.5624E+02  2.7228E+02 -5.6315E-01 -4.6879E-01  2.9256E+02  3.7023E+02 -7.7666E+01 -6.4634E-01
  8.8000E+02  3.7228E+02  3.2469E+02 -2.3263E+00 -2.1124E+00  2.1928E+02  3.8484E+02 -1.6556E+02 -2.4040E+00
  8.8100E+02  3.3013E+02  3.9585E+02 -6.1281E-01 -6.4991E-01  3.7306E+02  3.2892E+02  4.4142E+01 -9.5951E-01
  8.8200E+02  2.6154E+02  3.7014E+02  7.1707E-01  6.6927E-01  3.9869E+02  2.5567E+02  1.4302E+02  6.8199E-01
  8.8300E+02  2.1029E+02  3.2010E+02  1.0655E+00  1.1516E+00  3.5376E+02  2.0466E+02  1.4910E+02  1.3327E+00
  8.8400E+02  1.4764E+02  2.3113E+02  1.5548E+00  1.4673E+00  2.6413E+02  1.4323E+02  1.2090E+02  1.6251E+00
  8.8500E+02  1.4625E+02  2.2888E+02  0.0000E+00  0.0000E+00  0.0000E+00  1.4186E+02  0.0000E+00  0.0000E+00
  8.8600E+02  2.3478E+02  3.6704E+02  4.9585E-01  3.3326E-01  3.6577E+02  2.2619E+02  1.3958E+02  3.7902E-01
  8.8700E+02  2.3320E+02  3.6458E+02  0.0000E+00  0.0000E+00  0.0000E+00  2.2463E+02  0.0000E+00  0.0000E+00
  8.8800E+02  2.9785E+02  4.7202E+02  0.0000E+00  0.0000E+00  0.0000E+00  2.8533E+02  0.0000E+00  0.0000E+00
  8.8900E+02  3.5312E+02  5.6839E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.3664E+02  0.0000E+00  0.0000E+00
  8.9000E+02  6.9524E+02  8.2667E+02 -2.7131E+00 -2.7028E+00  4.7010E+02  6.9289E+02 -2.2279E+02 -2.8517E+00
  8.9100E+02  3.8930E+02  6.3668E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.6895E+02  0.0000E+00  0.0000E+00
  8.9200E+02  4.2350E+02  7.0265E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.9928E+02  0.0000E+00  0.0000E+00
  8.9300E+02  7.0412E+02  8.6843E+02  1.9337E-01  7.6553E-02  8.8412E+02  6.8900E+02  1.9512E+02  1.4917E-01
  8.9400E+02  4.5303E+02  7.6076E+02  0.0000E+00  0.0000E+00  0.0000E+00  4.2506E+02  0.0000E+00  0.0000E+00
  8.9500E+02  4.7106E+02  8.0037E+02  0.0000E+00  0.0000E+00  0.0000E+00  4.3960E+02  0.0000E+00  0.0000E+00
  8.9600E+02  7.9577E+02  1.1098E+03  1.9322E+00  2.1191E+00  1.4505E+03  7.7129E+02  6.7921E+02  2.0168E+00
  8.9700E+02  4.8891E+02  8.3907E+02  0.0000E+00  0.0000E+00  0.0000E+00  4.5414E+02  0.0000E+00  0.0000E+00
  8.9800E+02  5.0425E+02  8.7271E+02  0.0000E+00  0.0000E+00  0.0000E+00  4.6641E+02  0.0000E+00  0.0000E+00
  8.9900E+02  8.4468E+02  1.1379E+03  6.9562E-01  5.9075E-01  1.2410E+03  8.2057E+02  4.2043E+02  5.3578E-01
  9.0000E+02  5.1204E+02  8.9360E+02  0.0000E+00  0.0000E+00  0.0000E+00  4.7146E+02  0.0000E+00  0.0000E+00
  9.0100E+02  8.3755E+02  1.1150E+03  1.0803E+00  9.3342E-01  1.2750E+03  8.1084E+02  4.6416E+02  9.9622E-01
  9.0200E+02  8.3463E+02  1.1999E+03  2.3263E+00  2.7283E+00  1.6541E+03  8.0113E+02  8.5297E+02  2.7292E+00
  9.0300E+02  8.0203E+02  1.2043E+03  2.2754E-01  2.3984E-01  1.2039E+03  7.6298E+02  4.4092E+02  1.8045E-01
  9.0400E+02  8.0158E+02  1.2043E+03  1.5943E-01  1.1030E-01  1.1818E+03  7.6246E+02  4.1934E+02  4.5595E-02
  9.0500E+02  6.8903E+02  1.1357E+03  1.5834E+00  1.6667E+00  1.3028E+03  6.4352E+02  6.5928E+02  1.8576E+00
  9.0600E+02  6.1938E+02  1.0571E+03  7.8350E-01  7.1235E-01  1.0729E+03  5.7444E+02  4.9846E+02  8.9404E-01
  9.0700E+02  5.5451E+02  9.6651E+02  1.0083E+00  7.5770E-01  9.8771E+02  5.1083E+02  4.7688E+02  9.5608E-01
  9.0800E+02  5.0358E+02  8.8843E+02  1.2566E-01 -1.0640E-02  8.3108E+02  4.6074E+02  3.7034E+02  1.1617E-01
  9.0900E+02  3.7200E+02  6.9019E+02 -1.9322E+00 -1.5445E+00  5.3368E+02  3.3125E+02  2.0243E+02 -1.5663E+00
  9.1000E+02  2.9082E+02  5.6851E+02 -2.0537E+00 -1.9026E+00  4.2260E+02  2.5234E+02  1.7026E+02 -1.9339E+00
  9.1100E+02  1.8736E+02  3.9850E+02  2.1280E+00  2.6308E+00  5.0270E+02  1.5339E+02  3.4931E+02  3.6817E+00
  9.1200E+02  1.2077E+02  2.7672E+02 -1.0803E+00 -8.8879E-01  2.4511E+02  9.2064E+01  1.5305E+02 -1.9064E-01
  9.1300E+02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  9.1400E+02  5.1241E+02  6.0080E+02 -5.2440E-01 -5.9188E-01  5.4087E+02  5.2035E+02  2.0522E+01 -4.5809E-01
  9.1500E+02  5.8552E+02  7.1588E+02 -6.5366E-01 -5.9665E-01  6.3247E+02  6.0064E+02  3.1830E+01 -5.9215E-01
  9.1600E+02  6.1146E+02  7.7079E+02  2.2164E+00  2.5318E+00  1.0689E+03  6.2629E+02  4.4261E+02  2.3581E+00
  9.1700E+02  5.3293E+02  6.7468E+02 -2.2164E+00 -2.0919E+00  4.2688E+02  5.3320E+02 -1.0632E+02 -2.1836E+00
  9.1800E+02  4.2201E+02  5.2034E+02 -5.0154E-02 -1.7053E-01  5.0094E+02  4.1723E+02  8.3706E+01 -2.2747E-01
  9.1900E+02  3.2963E+02  3.9795E+02 -1.2566E-01 -1.0671E-01  3.9148E+02  3.2559E+02  6.5889E+01 -1.5058E-01
  9.2000E+02  2.2870E+02  2.7544E+02  9.4107E-01  9.5678E-01  3.2254E+02  2.2597E+02  9.6571E+01  9.2618E-01
  9.2100E+02  2.2800E+02  2.7463E+02  0.0000E+00  0.0000E+00  0.0000E+00  2.2527E+02  0.0000E+00  0.0000E+00
  9.2200E+02  3.6088E+02  4.4878E+02  4.1246E-01  3.3037E-01  4.7115E+02  3.5470E+02  1.1645E+02  2.9745E-01
  9.2300E+02  3.5784E+02  4.4536E+02  0.0000E+00  0.0000E+00  0.0000E+00  3.5166E+02  0.0000E+00  0.0000E+00
  9.2400E+02  4.5218E+02  5.7685E+02  0.0000E+00  0.0000E+00  0.0000E+00  4.4273E+02  0.0000E+00  0.0000E+00
  9.2500E+02  5.3267E+02  6.9020E+02  0.0000E+00  0.0000E+00  0.0000E+00  5.1978E+02  0.0000E+00  0.0000E+00
  9.2600E+02  1.0930E+03  1.4062E+03  6.2293E-01  7.0023E-01  1.5048E+03  1.0938E+03  4.1102E+02  6.0288E-01
  9.2700E+02  5.8322E+02  7.6643E+02  0.0000E+00  0.0000E+00  0.0000E+00  5.6669E+02  0.0000E+00  0.0000E+00
  9.2800E+02  6.3190E+02  8.3770E+02  0.0000E+00  0.0000E+00  0.0000E+00  6.1156E+02  0.0000E+00  0.0000E+00
  9.2900E+02  1.1448E+03  1.4486E+03 -4.1789E-02 -1.8003E-01  1.3592E+03  1.1351E+03  2.2408E+02 -1.6375E-01
  9.3000E+02  6.7394E+02  8.9873E+02  0.0000E+00  0.0000E+00  0.0000E+00  6.4975E+02  0.0000E+00  0.0000E+00
  9.3100E+02  6.9810E+02  9.3699E+02  0.0000E+00  0.0000E+00  0.0000E+00  6.7016E+02  0.0000E+00  0.0000E+00
  9.3200E+02  1.2255E+03  1.5717E+03  2.1280E+00  2.2006E+00  2.0707E+03  1.2100E+03  8.6065E+02  2.2402E+00
  9.3300E+02  7.2283E+02  9.7408E+02  0.0000E+00  0.0000E+00  0.0000E+00  6.9128E+02  0.0000E+00  0.0000E+00
